trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.3, 'e': 0.8318592181943675}",25,0,-56.43672828285013,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
186,False,"{'a': 0.3, 'e': 0.8310273589761731}",30,2,-94.05761700894719,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 1}",1
187,False,"{'a': 0.3, 'e': 0.8301963316171969}",20,0,-78.19875309641976,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
188,False,"{'a': 0.3, 'e': 0.8293661352855797}",25,0,-182.33787595498825,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 4}",0
189,False,"{'a': 0.3, 'e': 0.8285367691502942}",20,0,-168.6951289348979,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
190,False,"{'a': 0.3, 'e': 0.8277082323811439}",20,15,-35.51211401015571,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.3, 'e': 0.8268805241487627}",20,7,-57.66036137173924,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
192,False,"{'a': 0.3, 'e': 0.826053643624614}",20,0,-182.08880763092267,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
193,False,"{'a': 0.3, 'e': 0.8252275899809893}",20,0,-62.569268784226665,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
194,False,"{'a': 0.3, 'e': 0.8244023623910083}",25,11,-18.37033254507852,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
195,False,"{'a': 0.3, 'e': 0.8235779600286173}",25,0,-191.39145912347846,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
196,False,"{'a': 0.3, 'e': 0.8227543820685886}",25,0,-77.40666648778226,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
197,False,"{'a': 0.3, 'e': 0.8219316276865201}",25,12,-99.4589445211016,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 2}",1
198,False,"{'a': 0.3, 'e': 0.8211096960588335}",30,11,-72.86527519903497,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 1}",1
199,False,"{'a': 0.3, 'e': 0.8202885863627748}",30,0,-80.18501171802156,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
200,False,"{'a': 0.3, 'e': 0.819468297776412}",25,5,-55.34223877734725,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
201,False,"{'a': 0.3, 'e': 0.8186488294786356}",20,0,-61.42477944667227,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
202,False,"{'a': 0.3, 'e': 0.8178301806491569}",30,6,-87.33690715548867,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 2}",1
203,False,"{'a': 0.3, 'e': 0.8170123504685077}",25,0,-67.61560479091929,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
204,False,"{'a': 0.3, 'e': 0.8161953381180392}",20,0,-17.014927343557126,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
205,False,"{'a': 0.3, 'e': 0.8153791427799212}",20,0,-47.7325349931179,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
206,False,"{'a': 0.3, 'e': 0.8145637636371413}",20,3,-70.50610883386612,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 1}",1
207,False,"{'a': 0.3, 'e': 0.8137491998735041}",25,0,-99.31479495080339,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
208,False,"{'a': 0.3, 'e': 0.8129354506736306}",20,14,-0.8705042496041913,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.3, 'e': 0.812122515222957}",30,8,-161.90677801100227,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 3}",1
210,False,"{'a': 0.3, 'e': 0.8113103927077341}",25,17,13.55065622677257,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.3, 'e': 0.8104990823150263}",20,0,11.631405811305436,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.3, 'e': 0.8096885832327113}",20,0,-41.2566434851925,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
213,False,"{'a': 0.3, 'e': 0.8088788946494786}",30,6,-72.03381060701744,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 1}",1
214,False,"{'a': 0.3, 'e': 0.8080700157548291}",25,0,9.250313692492357,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
215,False,"{'a': 0.3, 'e': 0.8072619457390743}",25,17,-10.331831959960336,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.3, 'e': 0.8064546837933352}",20,0,-47.269847906061386,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
217,False,"{'a': 0.3, 'e': 0.8056482291095418}",20,0,-115.26018783279898,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
218,False,"{'a': 0.3, 'e': 0.8048425808804324}",25,0,-75.80731206923481,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
219,False,"{'a': 0.3, 'e': 0.8040377382995519}",20,12,-6.300157045080414,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.3, 'e': 0.8032337005612523}",30,8,-95.72690386005527,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 2}",1
221,False,"{'a': 0.3, 'e': 0.8024304668606911}",25,4,-111.47475220675291,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 2}",1
222,False,"{'a': 0.3, 'e': 0.8016280363938304}",25,0,-44.30706771790106,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0
223,False,"{'a': 0.3, 'e': 0.8008264083574366}",25,9,-11.760983204385033,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 0}",1
224,False,"{'a': 0.3, 'e': 0.8000255819490791}",30,0,-73.70489603495993,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
225,False,"{'a': 0.3, 'e': 0.79922555636713}",25,0,-143.5197868943027,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
226,False,"{'a': 0.3, 'e': 0.7984263308107629}",30,9,-81.07572668170184,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 1}",1
227,False,"{'a': 0.3, 'e': 0.7976279044799521}",25,15,-12.113872891285542,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
228,False,"{'a': 0.3, 'e': 0.7968302765754722}",25,0,-168.64950525338378,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
229,False,"{'a': 0.3, 'e': 0.7960334462988967}",20,0,-60.5878470189673,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
230,False,"{'a': 0.3, 'e': 0.7952374128525979}",30,0,-98.8976541731215,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
231,False,"{'a': 0.3, 'e': 0.7944421754397453}",25,0,-115.13701742337015,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
232,False,"{'a': 0.3, 'e': 0.7936477332643055}",20,0,-56.86573935344782,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
233,False,"{'a': 0.3, 'e': 0.7928540855310412}",25,0,-94.73666883125193,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
234,False,"{'a': 0.3, 'e': 0.7920612314455101}",20,0,-113.21699064404108,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
235,False,"{'a': 0.3, 'e': 0.7912691702140646}",30,0,-112.94937535738973,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
236,False,"{'a': 0.3, 'e': 0.7904779010438505}",20,0,-57.049189711293856,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
237,False,"{'a': 0.3, 'e': 0.7896874231428067}",25,0,-152.81088721260903,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
238,False,"{'a': 0.3, 'e': 0.7888977357196639}",20,0,-40.769591405168,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
239,False,"{'a': 0.3, 'e': 0.7881088379839443}",25,0,-87.21735859377483,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
240,False,"{'a': 0.3, 'e': 0.7873207291459603}",30,3,-33.61856359154799,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 0}",1
241,False,"{'a': 0.3, 'e': 0.7865334084168143}",20,0,-64.72879111654517,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
242,False,"{'a': 0.3, 'e': 0.7857468750083975}",25,0,-30.361388156932918,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
243,False,"{'a': 0.3, 'e': 0.7849611281333891}",20,0,-57.00264995775407,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",1
244,False,"{'a': 0.3, 'e': 0.7841761670052557}",30,0,-126.33020835089769,"{0: 21, 1: 5, 2: 1, 3: 0, 4: 3}",0
245,False,"{'a': 0.3, 'e': 0.7833919908382505}",25,0,-54.84067670937087,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
246,False,"{'a': 0.3, 'e': 0.7826085988474122}",25,0,-132.96564936535106,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
247,False,"{'a': 0.3, 'e': 0.7818259902485648}",20,0,-72.10083709280661,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
248,False,"{'a': 0.3, 'e': 0.7810441642583162}",25,3,-40.51788196802524,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
249,False,"{'a': 0.3, 'e': 0.780263120094058}",25,10,-36.530299982167975,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
250,False,"{'a': 0.3, 'e': 0.7794828569739639}",20,0,-53.881836826462674,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
251,False,"{'a': 0.3, 'e': 0.7787033741169899}",35,0,-93.685186989388,"{0: 26, 1: 0, 2: 7, 3: 1, 4: 1}",0
252,False,"{'a': 0.3, 'e': 0.7779246707428729}",30,0,-102.85255636428172,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
253,False,"{'a': 0.3, 'e': 0.7771467460721301}",30,0,-101.71692790599319,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
254,False,"{'a': 0.3, 'e': 0.7763695993260579}",35,10,-22.611153091615794,"{0: 20, 1: 3, 2: 0, 3: 2, 4: 0}",1
255,False,"{'a': 0.3, 'e': 0.7755932297267318}",20,0,7.8198743149903835,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
256,False,"{'a': 0.3, 'e': 0.7748176364970051}",30,0,-62.54290659866045,"{0: 21, 1: 6, 2: 2, 3: 0, 4: 1}",0
257,False,"{'a': 0.3, 'e': 0.7740428188605081}",20,0,-50.556569294218136,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
258,False,"{'a': 0.3, 'e': 0.7732687760416476}",35,0,-79.93840950543482,"{0: 24, 1: 3, 2: 7, 3: 1, 4: 0}",0
259,False,"{'a': 0.3, 'e': 0.7724955072656059}",25,13,-0.8116591102688977,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.3, 'e': 0.7717230117583403}",25,8,-79.6190566178116,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 1}",1
261,False,"{'a': 0.3, 'e': 0.770951288746582}",25,1,-75.12199015828197,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 0}",1
262,False,"{'a': 0.3, 'e': 0.7701803374578354}",20,0,-108.79492272364834,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
263,False,"{'a': 0.3, 'e': 0.7694101571203776}",20,3,-47.67299244596788,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
264,False,"{'a': 0.3, 'e': 0.7686407469632572}",25,0,-22.94068314683989,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
265,False,"{'a': 0.3, 'e': 0.767872106216294}",25,0,-66.86371090364011,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
266,False,"{'a': 0.3, 'e': 0.7671042341100777}",30,1,-132.50749046916906,"{0: 19, 1: 3, 2: 3, 3: 2, 4: 2}",1
267,False,"{'a': 0.3, 'e': 0.7663371298759676}",20,0,-205.02499693466342,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
268,False,"{'a': 0.3, 'e': 0.7655707927460916}",20,8,-40.31023291499592,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
269,False,"{'a': 0.3, 'e': 0.7648052219533455}",30,0,-57.366273780215295,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
270,False,"{'a': 0.3, 'e': 0.7640404167313921}",25,0,-140.51608501864197,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
271,False,"{'a': 0.3, 'e': 0.7632763763146607}",20,2,-168.79983478506816,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 3}",1
272,False,"{'a': 0.3, 'e': 0.7625130999383462}",20,0,-45.52781045592744,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
273,False,"{'a': 0.3, 'e': 0.7617505868384078}",30,0,-140.64352339903468,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
274,False,"{'a': 0.3, 'e': 0.7609888362515693}",20,5,-58.62854906307248,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
275,False,"{'a': 0.3, 'e': 0.7602278474153178}",25,0,-68.16129947379889,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
276,False,"{'a': 0.3, 'e': 0.7594676195679024}",20,0,-17.79644964750031,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
277,False,"{'a': 0.3, 'e': 0.7587081519483345}",30,4,-65.31624554245874,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 1}",1
278,False,"{'a': 0.3, 'e': 0.7579494437963862}",20,14,-7.611824042564592,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.3, 'e': 0.7571914943525898}",25,10,-14.967485641576907,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 0.3, 'e': 0.7564343028582372}",30,17,-78.72683183875017,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
281,False,"{'a': 0.3, 'e': 0.755677868555379}",25,0,-44.329494192353884,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
282,False,"{'a': 0.3, 'e': 0.7549221906868236}",30,0,-75.95178431059878,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
283,False,"{'a': 0.3, 'e': 0.7541672684961368}",20,0,-42.79857146209695,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
284,False,"{'a': 0.3, 'e': 0.7534131012276407}",25,0,-27.42840339063421,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
285,False,"{'a': 0.3, 'e': 0.752659688126413}",30,15,-64.273394984252,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
286,False,"{'a': 0.3, 'e': 0.7519070284382866}",20,0,-9.43269240673961,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
287,False,"{'a': 0.3, 'e': 0.7511551214098483}",35,0,-119.61083307338438,"{0: 24, 1: 4, 2: 5, 3: 0, 4: 2}",0
288,False,"{'a': 0.3, 'e': 0.7504039662884385}",25,13,-54.24301432931498,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
289,False,"{'a': 0.3, 'e': 0.7496535623221501}",30,14,-98.29806157324082,"{0: 8, 1: 0, 2: 7, 3: 0, 4: 1}",1
290,False,"{'a': 0.3, 'e': 0.7489039087598279}",25,0,-209.50072489152245,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 4}",0
291,False,"{'a': 0.3, 'e': 0.7481550048510681}",25,5,-41.79228370674308,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
292,False,"{'a': 0.3, 'e': 0.747406849846217}",25,2,-91.1767132493014,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 2}",1
293,False,"{'a': 0.3, 'e': 0.7466594429963708}",20,0,-108.90702352262112,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
294,False,"{'a': 0.3, 'e': 0.7459127835533744}",25,11,-40.03240571161099,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
295,False,"{'a': 0.3, 'e': 0.745166870769821}",30,0,-48.90128887967656,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
296,False,"{'a': 0.3, 'e': 0.7444217038990512}",20,0,-44.80588848955622,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
297,False,"{'a': 0.3, 'e': 0.7436772821951522}",30,0,-139.67626615758618,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
298,False,"{'a': 0.3, 'e': 0.742933604912957}",20,0,-121.7613771295711,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
299,False,"{'a': 0.3, 'e': 0.7421906713080441}",25,0,-195.643602876679,"{0: 14, 1: 1, 2: 5, 3: 2, 4: 3}",0
300,False,"{'a': 0.3, 'e': 0.741448480636736}",30,0,-123.93591702795865,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
301,False,"{'a': 0.3, 'e': 0.7407070321560992}",30,0,2.6067198502486066,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",0
302,False,"{'a': 0.3, 'e': 0.7399663251239431}",20,3,-15.37738804152496,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.3, 'e': 0.7392263587988193}",25,0,-109.88498190965309,"{0: 15, 1: 0, 2: 9, 3: 0, 4: 1}",0
304,False,"{'a': 0.3, 'e': 0.7384871324400204}",20,0,-87.42041311969079,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
305,False,"{'a': 0.3, 'e': 0.7377486453075803}",20,6,6.810529878708841,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.3, 'e': 0.7370108966622728}",20,0,-50.533276473022255,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
307,False,"{'a': 0.3, 'e': 0.7362738857656105}",25,0,-38.238085027660055,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
308,False,"{'a': 0.3, 'e': 0.7355376118798449}",25,0,-35.81558872696776,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
309,False,"{'a': 0.3, 'e': 0.7348020742679651}",25,8,-47.095064097646436,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
310,False,"{'a': 0.3, 'e': 0.734067272193697}",20,0,-62.85126558778175,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
311,False,"{'a': 0.3, 'e': 0.7333332049215034}",20,0,-17.681232313333265,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
312,False,"{'a': 0.3, 'e': 0.7325998717165819}",20,14,-1.857529952607188,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.3, 'e': 0.7318672718448653}",30,0,-48.12443956708988,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
314,False,"{'a': 0.3, 'e': 0.7311354045730205}",20,0,-70.46840036292046,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
315,False,"{'a': 0.3, 'e': 0.7304042691684475}",30,0,-146.30593077769018,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
316,False,"{'a': 0.3, 'e': 0.729673864899279}",20,3,-15.152013691218022,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
317,False,"{'a': 0.3, 'e': 0.7289441910343797}",25,10,-45.98060767990181,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
318,False,"{'a': 0.3, 'e': 0.7282152468433454}",20,0,-107.54220926770243,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
319,False,"{'a': 0.3, 'e': 0.727487031596502}",20,0,-12.499380426809827,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
320,False,"{'a': 0.3, 'e': 0.7267595445649054}",30,0,-162.8605202242513,"{0: 17, 1: 2, 2: 9, 3: 0, 4: 2}",0
321,False,"{'a': 0.3, 'e': 0.7260327850203405}",25,0,-88.86302192193368,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
322,False,"{'a': 0.3, 'e': 0.7253067522353203}",20,13,3.8039198624372315,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.3, 'e': 0.7245814454830849}",20,0,-86.11173032191674,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
324,False,"{'a': 0.3, 'e': 0.7238568640376019}",20,0,-25.00766381985877,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
325,False,"{'a': 0.3, 'e': 0.7231330071735642}",35,26,-40.7879354212634,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
326,False,"{'a': 0.3, 'e': 0.7224098741663907}",30,0,-93.96997125011708,"{0: 22, 1: 4, 2: 2, 3: 0, 4: 2}",0
327,False,"{'a': 0.3, 'e': 0.7216874642922243}",25,0,-51.789687052922254,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
328,False,"{'a': 0.3, 'e': 0.7209657768279321}",30,2,-139.4159753015656,"{0: 17, 1: 2, 2: 7, 3: 0, 4: 2}",1
329,False,"{'a': 0.3, 'e': 0.7202448110511042}",25,0,-101.47941652590809,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
330,False,"{'a': 0.3, 'e': 0.719524566240053}",30,8,-24.697686596646193,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
331,False,"{'a': 0.3, 'e': 0.718805041673813}",20,0,-49.08180769212355,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
332,False,"{'a': 0.3, 'e': 0.7180862366321391}",25,0,-43.874169097810885,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
333,False,"{'a': 0.3, 'e': 0.7173681503955069}",25,14,-27.540580573275225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
334,False,"{'a': 0.3, 'e': 0.7166507822451115}",20,9,-15.428121802163949,"{0: 6, 1: 5, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.3, 'e': 0.7159341314628663}",20,0,-16.056030984579355,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
336,False,"{'a': 0.3, 'e': 0.7152181973314035}",20,0,-89.51375613607611,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
337,False,"{'a': 0.3, 'e': 0.7145029791340721}",20,10,-18.468936990751985,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
338,False,"{'a': 0.3, 'e': 0.713788476154938}",20,0,-10.565858914075939,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
339,False,"{'a': 0.3, 'e': 0.7130746876787831}",20,2,-26.025303243482153,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
340,False,"{'a': 0.3, 'e': 0.7123616129911043}",20,0,2.8659873587207327,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
341,False,"{'a': 0.3, 'e': 0.7116492513781132}",20,4,-90.2502844949366,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
342,False,"{'a': 0.3, 'e': 0.7109376021267351}",30,0,-77.51943857108938,"{0: 20, 1: 6, 2: 3, 3: 0, 4: 1}",0
343,False,"{'a': 0.3, 'e': 0.7102266645246084}",20,0,-52.13940583372916,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
344,False,"{'a': 0.3, 'e': 0.7095164378600838}",20,0,-42.51395578678752,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
345,False,"{'a': 0.3, 'e': 0.7088069214222237}",25,8,-39.360733217175,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 0}",1
346,False,"{'a': 0.3, 'e': 0.7080981145008014}",25,0,-97.75580573738478,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
347,False,"{'a': 0.3, 'e': 0.7073900163863006}",20,0,1.8184299096445233,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
348,False,"{'a': 0.3, 'e': 0.7066826263699143}",25,0,-123.61419113682285,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",1
349,False,"{'a': 0.3, 'e': 0.7059759437435444}",20,16,8.51461588642187,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.3, 'e': 0.7052699677998009}",20,0,-14.339948915787417,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
351,False,"{'a': 0.3, 'e': 0.704564697832001}",25,10,-35.99491729228908,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 0}",1
352,False,"{'a': 0.3, 'e': 0.7038601331341691}",30,0,-20.769977451332014,"{0: 26, 1: 3, 2: 0, 3: 0, 4: 1}",0
353,False,"{'a': 0.3, 'e': 0.7031562730010349}",25,0,4.154929164266186,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
354,False,"{'a': 0.3, 'e': 0.7024531167280339}",25,17,-1.930952295889978,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.3, 'e': 0.7017506636113058}",20,3,-67.47442497455658,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 1}",1
356,False,"{'a': 0.3, 'e': 0.7010489129476946}",25,0,-53.89994202037382,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
357,False,"{'a': 0.3, 'e': 0.7003478640347468}",25,0,-106.12578560550399,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
358,False,"{'a': 0.3, 'e': 0.6996475161707121}",20,8,-51.37454467584818,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
359,False,"{'a': 0.3, 'e': 0.6989478686545414}",20,13,-32.926755530507286,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
360,False,"{'a': 0.3, 'e': 0.6982489207858869}",30,7,2.4409650286245084,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
361,False,"{'a': 0.3, 'e': 0.6975506718651009}",25,17,-7.740286146881015,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.3, 'e': 0.6968531211932358}",30,0,-106.47371331805584,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
363,False,"{'a': 0.3, 'e': 0.6961562680720426}",25,0,-187.19852204508018,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
364,False,"{'a': 0.3, 'e': 0.6954601118039706}",25,0,-79.1535732755065,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
365,False,"{'a': 0.3, 'e': 0.6947646516921666}",25,13,-31.028507521750196,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
366,False,"{'a': 0.3, 'e': 0.6940698870404745}",30,1,-109.731661825132,"{0: 18, 1: 1, 2: 9, 3: 0, 4: 1}",1
367,False,"{'a': 0.3, 'e': 0.693375817153434}",25,0,-71.65427905558498,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
368,False,"{'a': 0.3, 'e': 0.6926824413362805}",20,0,-64.04264002105593,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
